,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,ELE,LV,LT
2013-01-07,19 - 20,332.33,334.38,334.38,334.38,334.38,334.38,334.38,334.38,332.84,321.57,331.82,334.38,334.38,334.38,334.38,334.38,418.53,418.53
2013-01-07,20 - 21,323.96,325.07,325.07,325.07,325.07,325.07,325.07,325.07,325.07,322.25,325.07,325.07,325.07,325.07,325.07,325.07,416.31,416.31
2013-01-07,21 - 22,320.11,319.94,319.94,319.94,319.94,319.94,319.94,319.94,319.94,319.94,319.94,319.94,319.94,319.94,319.94,319.94,282.27,282.27
2013-01-07,22 - 23,311.74,311.74,311.74,311.74,311.74,311.74,311.74,311.74,311.74,311.74,311.74,311.74,311.74,311.74,311.74,311.74,282.35,282.35
2013-01-07,23 - 00,303.71,303.71,303.71,303.71,303.71,303.71,303.71,303.71,303.71,303.71,303.71,303.71,303.71,303.71,294.65,294.65,282.1,282.1
2013-01-08,00 - 01,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,280.19,280.19,264.34,264.34
2013-01-08,01 - 02,298.34,298.34,298.34,298.34,298.34,298.34,298.34,298.34,298.34,298.34,298.34,298.34,298.34,298.34,277.12,277.12,264.34,264.34
2013-01-08,02 - 03,296.8,296.8,296.8,296.8,296.8,296.8,296.8,296.8,296.8,296.8,296.8,296.8,296.8,296.8,275.16,275.16,264.34,264.34
2013-01-08,03 - 04,296.89,296.89,296.89,296.89,296.89,296.89,296.89,296.89,296.89,296.89,296.89,296.89,296.89,296.89,274.39,274.39,264.34,264.34
2013-01-08,04 - 05,300.04,300.04,300.04,300.04,300.04,300.04,300.04,300.04,300.04,300.04,300.04,300.04,300.04,300.04,292.03,292.03,421.47,421.47
2013-01-08,05 - 06,309.76,309.76,309.76,309.76,309.76,309.76,308.99,309.76,309.76,309.76,309.76,309.76,309.76,309.76,309.76,309.76,253.6,253.6
2013-01-08,06 - 07,332.68,335.66,335.66,335.66,335.66,335.66,336.34,335.66,335.66,328.67,335.66,335.66,335.66,335.66,335.66,335.66,375.71,375.71
2013-01-08,07 - 08,362.59,363.27,363.27,363.27,371.37,363.27,422.84,422.84,363.27,330.21,363.27,363.27,363.27,363.27,329.02,329.02,421.47,421.47
2013-01-08,08 - 09,377.93,374.26,374.26,374.26,423.69,374.26,444.23,444.23,374.26,330.8,374.26,374.26,374.26,374.26,341.63,341.63,421.56,421.56
2013-01-08,09 - 10,371.37,366.42,366.42,366.42,408.35,366.42,445.59,445.59,366.42,330.29,366.42,366.42,366.42,366.42,347.08,347.08,421.56,421.56
2013-01-08,10 - 11,367.7,359.27,359.27,359.27,420.37,359.27,445.93,445.93,359.27,330.21,359.27,359.27,359.27,359.27,355.6,355.6,421.47,421.47
2013-01-08,11 - 12,361.57,354.58,354.58,354.58,424.88,354.58,445.76,445.76,354.58,330.04,354.58,354.58,354.58,354.58,353.47,353.47,421.39,421.39
2013-01-08,12 - 13,357.22,353.56,353.56,353.56,424.29,353.56,424.29,424.29,353.56,329.78,353.56,353.56,353.56,353.56,375.12,375.12,421.73,421.73
2013-01-08,13 - 14,357.39,352.11,352.11,352.11,427.61,352.11,445.76,445.76,352.11,329.61,352.11,352.11,352.11,352.11,374.95,374.95,421.56,421.56
2013-01-08,14 - 15,355.52,353.73,353.73,353.73,415.51,353.73,423.69,423.69,353.73,328.84,353.73,353.73,353.73,353.73,375.03,375.03,426.16,426.16
2013-01-08,15 - 16,370.43,372.39,372.39,372.39,422.84,372.39,422.84,422.84,372.39,328.93,372.39,372.39,372.39,372.39,375.03,375.03,426.76,426.76
2013-01-08,16 - 17,404.52,384.66,384.66,384.66,464.25,384.66,464.25,464.25,384.66,329.87,384.66,384.66,384.66,384.66,375.12,375.12,426.84,426.84
2013-01-08,17 - 18,408.78,382.53,382.53,382.53,547.17,382.53,587.3,587.3,382.53,329.78,382.53,382.53,382.53,382.53,374.95,374.95,463.23,463.23
2013-01-08,18 - 19,382.7,371.96,371.96,371.96,494.76,371.96,564.81,564.81,371.96,329.27,371.96,371.96,371.96,371.96,342.39,342.39,426.33,426.33
2013-01-08,19 - 20,364.55,359.95,359.95,359.95,446.02,359.95,446.02,446.02,359.95,329.44,359.95,359.95,359.95,359.95,322.96,322.96,401.11,401.11
2013-01-08,20 - 21,338.9,341.54,341.54,341.54,366.94,341.54,396.51,396.51,341.54,330.38,341.54,341.54,341.54,341.54,280.95,280.95,403.58,403.58
2013-01-08,21 - 22,333.11,334.98,334.98,334.98,334.98,334.98,334.98,334.98,334.98,330.12,334.98,334.98,334.98,334.98,265.79,265.79,306.09,306.09
2013-01-08,22 - 23,325.78,325.61,325.61,325.61,325.61,325.61,325.61,325.61,325.61,325.61,325.61,325.61,325.61,325.61,128.59,128.59,281.38,281.38
2013-01-08,23 - 00,307.97,307.8,307.8,307.8,307.8,307.8,307.8,307.8,307.8,307.8,307.8,307.8,307.8,307.8,238.94,238.94,264.85,264.85
2013-01-09,00 - 01,313.13,312.96,312.96,312.96,312.96,312.96,312.96,312.96,312.96,312.96,312.96,312.96,312.96,312.96,285.75,285.75,258.55,258.55
2013-01-09,01 - 02,308.24,308.07,308.07,308.07,308.07,308.07,308.07,308.07,308.07,308.07,308.07,308.07,308.07,308.07,283.61,283.61,263.53,263.53
2013-01-09,02 - 03,304.12,303.77,303.77,303.77,303.77,303.77,303.77,303.77,303.77,303.77,303.77,303.77,303.77,303.77,282.84,282.84,266.02,266.02
2013-01-09,03 - 04,306.86,306.61,306.61,306.61,306.61,306.61,306.61,306.61,306.61,306.61,306.61,306.61,306.61,306.61,283.18,283.18,266.1,266.1
2013-01-09,04 - 05,308.32,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,290.82,290.82,255.12,255.12
2013-01-09,05 - 06,320.16,319.82,319.82,319.82,319.82,319.82,319.82,319.82,319.82,319.82,319.82,319.82,319.82,319.82,296.05,296.05,277.34,277.34
2013-01-09,06 - 07,336.13,338.1,338.1,338.1,338.1,338.1,338.1,338.1,338.1,331.92,338.1,338.1,338.1,338.1,345.14,345.14,353.29,353.29
2013-01-09,07 - 08,355.26,367.62,367.62,367.62,367.62,367.62,367.62,367.62,367.62,333.81,367.62,367.62,367.62,367.62,378.26,378.26,378.35,378.35
2013-01-09,08 - 09,373.37,385.55,385.55,385.55,385.55,385.55,385.55,385.55,385.55,336.3,385.55,385.55,385.55,385.55,412.07,412.07,378.26,378.26
2013-01-09,09 - 10,356.89,367.62,367.62,367.62,367.62,367.62,367.62,367.62,367.62,336.3,367.62,367.62,367.62,367.62,378.17,378.17,378.35,378.35
2013-01-09,10 - 11,350.11,357.06,357.06,357.06,357.06,357.06,357.06,357.06,357.06,336.04,357.06,357.06,357.06,357.06,378.09,378.09,378.17,378.17
2013-01-09,11 - 12,348.05,352.43,352.43,352.43,352.43,352.43,352.43,352.43,352.43,335.7,352.43,352.43,352.43,352.43,378.0,378.0,377.83,377.83
2013-01-09,12 - 13,347.54,349.68,349.68,349.68,349.68,349.68,349.68,349.68,349.68,337.33,349.68,349.68,349.68,349.68,378.17,378.17,377.92,377.92
2013-01-09,13 - 14,349.6,356.98,356.98,356.98,356.98,356.98,356.98,356.98,356.98,336.3,356.98,356.98,356.98,356.98,378.09,378.09,377.83,377.83
2013-01-09,14 - 15,347.8,351.49,351.49,351.49,351.49,351.49,351.49,351.49,351.49,336.3,351.49,351.49,351.49,351.49,377.74,377.74,377.83,377.83
2013-01-09,15 - 16,349.68,357.75,357.75,357.75,357.75,357.75,357.75,357.75,357.75,335.44,357.75,357.75,357.75,357.75,378.17,378.17,377.83,377.83
2013-01-09,16 - 17,368.65,381.26,381.26,381.26,381.26,381.26,381.26,381.26,381.26,335.1,381.26,381.26,381.26,381.26,378.09,378.09,377.57,377.57
2013-01-09,17 - 18,369.68,379.2,379.2,379.2,379.2,379.2,379.2,379.2,379.2,334.92,379.2,379.2,379.2,379.2,378.35,378.35,373.45,373.45
2013-01-09,18 - 19,350.71,362.47,362.47,362.47,362.47,362.47,362.47,362.47,362.47,334.41,362.47,362.47,362.47,362.47,362.47,362.47,366.76,366.76
2013-01-09,19 - 20,341.62,344.45,344.45,344.45,344.45,344.45,344.45,344.45,344.45,333.98,344.45,344.45,344.45,344.45,344.45,344.45,343.25,343.25
2013-01-09,20 - 21,334.84,334.92,334.92,334.92,334.92,334.92,334.92,334.92,334.92,333.81,334.92,334.92,334.92,334.92,334.92,334.92,343.25,343.25
2013-01-09,21 - 22,325.83,325.66,325.66,325.66,325.66,325.66,325.66,325.66,325.66,325.66,325.66,325.66,325.66,325.66,325.66,325.66,283.87,283.87
2013-01-09,22 - 23,315.02,314.84,314.84,314.84,314.84,314.84,315.44,314.84,314.84,314.84,314.84,314.84,314.84,314.84,300.69,300.69,273.83,273.83
2013-01-09,23 - 00,302.92,302.4,302.4,302.4,302.4,302.4,301.8,302.4,303.43,303.43,303.43,302.4,302.4,302.4,293.48,293.48,240.62,240.62
2013-01-10,00 - 01,307.09,299.53,299.53,299.53,299.53,299.53,299.53,299.53,310.95,310.95,310.95,299.53,299.53,299.53,293.27,293.27,240.38,240.38
2013-01-10,01 - 02,302.2,295.16,295.16,295.16,295.16,295.16,295.16,295.16,308.46,308.46,308.46,295.16,295.16,295.16,291.12,291.12,240.55,240.55
2013-01-10,02 - 03,298.25,283.05,283.05,283.05,283.05,283.05,283.05,283.05,308.03,308.03,308.03,283.05,283.05,283.05,283.05,283.05,240.81,240.81
2013-01-10,03 - 04,300.48,292.58,292.58,292.58,292.58,292.58,285.54,285.54,308.46,308.46,308.46,292.58,292.58,292.58,292.58,292.58,240.98,240.98
2013-01-10,04 - 05,309.06,306.92,306.92,306.92,306.92,306.92,292.41,292.41,311.38,311.38,311.38,306.92,306.92,306.92,306.92,306.92,240.64,240.64
2013-01-10,05 - 06,318.76,318.34,318.34,318.34,318.34,318.34,291.12,318.34,319.54,319.54,319.54,318.34,318.34,318.34,318.34,318.34,363.32,363.32
2013-01-10,06 - 07,333.36,333.27,333.27,333.27,333.27,333.27,327.52,333.27,333.27,330.96,333.27,333.27,333.27,333.27,333.27,333.27,369.07,369.07
2013-01-10,07 - 08,357.91,362.21,362.21,362.21,362.21,362.21,409.68,409.68,362.21,337.82,362.21,362.21,362.21,362.21,362.21,362.21,378.17,378.17
2013-01-10,08 - 09,378.35,391.39,391.39,391.39,391.39,391.39,391.39,391.39,391.39,340.49,391.39,391.39,391.39,391.39,391.39,391.39,378.35,378.35
2013-01-10,09 - 10,366.58,374.4,374.4,374.4,374.4,374.4,374.4,374.4,374.4,340.57,374.4,374.4,374.4,374.4,374.4,374.4,378.09,378.09
2013-01-10,10 - 11,361.26,364.78,364.78,364.78,364.78,364.78,364.78,364.78,364.78,340.91,364.78,364.78,364.78,364.78,364.78,364.78,377.74,377.74
2013-01-10,11 - 12,358.17,363.32,363.32,363.32,363.32,363.32,363.32,363.32,363.32,340.14,363.32,363.32,363.32,363.32,363.32,363.32,365.55,365.55
2013-01-10,12 - 13,358.86,364.35,364.35,364.35,364.35,364.35,364.35,364.35,364.35,339.8,364.35,364.35,364.35,364.35,364.35,364.35,351.82,351.82
2013-01-10,13 - 14,364.09,371.82,371.82,371.82,371.82,371.82,371.82,371.82,371.82,339.63,371.82,371.82,371.82,371.82,371.82,371.82,343.4,343.4
2013-01-10,14 - 15,374.4,381.69,381.69,381.69,381.69,381.69,381.69,381.69,381.69,339.63,381.69,381.69,381.69,381.69,381.69,381.69,343.32,343.32
2013-01-10,15 - 16,377.92,393.03,393.03,393.03,393.03,393.03,393.03,393.03,393.03,338.77,393.03,393.03,393.03,393.03,393.03,393.03,343.32,343.32
2013-01-10,16 - 17,407.28,443.33,443.33,443.33,443.33,443.33,443.33,443.33,443.33,340.23,443.33,443.33,443.33,443.33,443.33,443.33,350.1,350.1
2013-01-10,17 - 18,418.95,446.68,446.68,446.68,446.68,446.68,446.68,446.68,446.68,340.14,446.68,446.68,446.68,446.68,446.68,446.68,343.4,343.4
2013-01-10,18 - 19,371.05,378.95,378.95,378.95,378.95,378.95,378.95,378.95,378.95,339.45,378.95,378.95,378.95,378.95,378.43,378.43,343.4,343.4
2013-01-10,19 - 20,356.8,360.14,360.14,360.14,360.14,360.14,360.14,360.14,360.14,338.77,360.14,360.14,360.14,360.14,360.14,360.14,343.32,343.32
2013-01-10,20 - 21,345.89,347.78,347.78,347.78,347.78,347.78,347.78,347.78,347.78,339.28,347.78,347.78,347.78,347.78,347.78,347.78,343.32,343.32
2013-01-10,21 - 22,340.4,340.74,340.74,340.74,340.74,340.74,340.74,340.74,340.74,337.65,340.74,340.74,340.74,340.74,317.99,317.99,326.23,326.23
2013-01-10,22 - 23,333.96,333.02,333.02,333.02,333.02,333.02,333.02,333.02,333.02,333.02,333.02,333.02,333.02,333.02,290.0,290.0,283.48,283.48
2013-01-10,23 - 00,321.43,320.57,320.57,320.57,320.57,320.57,320.57,320.57,320.57,320.57,320.57,320.57,320.57,320.57,285.63,285.63,240.73,240.73
2013-01-11,00 - 01,318.14,317.28,317.28,317.28,317.28,317.28,317.28,317.28,319.34,319.34,319.34,317.28,317.28,317.28,285.73,285.73,240.11,240.11
2013-01-11,01 - 02,311.54,309.91,309.91,309.91,309.91,309.91,309.91,309.91,314.97,314.97,314.97,309.91,309.91,309.91,282.9,282.9,240.36,240.36
2013-01-11,02 - 03,309.14,306.82,306.82,306.82,306.82,306.82,306.82,306.82,312.31,312.31,312.31,306.82,306.82,306.82,281.7,281.7,240.53,240.53
2013-01-11,03 - 04,305.02,302.79,302.79,302.79,302.79,302.79,302.79,302.79,308.88,308.88,308.88,302.79,302.79,302.79,282.21,282.21,240.53,240.53
2013-01-11,04 - 05,311.62,306.22,306.22,306.22,306.22,306.22,303.56,303.56,318.23,318.23,318.23,306.22,306.22,306.22,306.22,306.22,308.45,308.45
2013-01-11,05 - 06,326.97,326.72,326.72,326.72,326.72,343.01,326.72,326.72,326.72,326.72,326.72,326.72,326.72,326.72,343.01,343.01,342.92,342.92
2013-01-11,06 - 07,345.49,348.5,348.5,348.5,348.5,382.63,348.5,348.5,348.5,336.23,348.5,348.5,348.5,348.5,382.63,382.63,342.84,342.84
2013-01-11,07 - 08,391.72,402.78,402.78,409.98,409.98,470.26,412.64,412.64,409.98,341.38,409.98,402.78,402.78,402.78,470.26,470.26,343.01,343.01
2013-01-11,08 - 09,426.62,425.42,425.42,471.04,471.04,471.04,471.04,471.04,471.04,343.01,471.04,425.42,425.42,425.42,471.04,471.04,343.01,343.01
2013-01-11,09 - 10,397.03,416.67,416.67,416.67,416.67,416.67,416.67,416.67,416.67,342.75,416.67,416.67,416.67,416.67,416.67,416.67,342.92,342.92
2013-01-11,10 - 11,390.86,401.32,401.32,401.32,401.32,401.32,401.32,401.32,401.32,342.24,401.32,401.32,401.32,401.32,401.32,401.32,342.92,342.92
2013-01-11,11 - 12,373.88,385.37,385.37,385.37,385.37,385.37,385.37,385.37,385.37,340.35,385.37,385.37,385.37,385.37,385.37,385.37,342.92,342.92
2013-01-11,12 - 13,372.42,383.91,383.91,383.91,383.91,383.91,383.91,383.91,383.91,339.92,383.91,383.91,383.91,383.91,383.91,383.91,343.01,343.01
2013-01-11,13 - 14,369.08,377.57,377.57,377.57,377.57,377.57,377.57,377.57,377.57,339.84,377.57,377.57,377.57,377.57,377.57,377.57,351.67,351.67
2013-01-11,14 - 15,374.91,387.17,387.17,387.17,387.17,387.17,387.17,387.17,387.17,339.75,387.17,387.17,387.17,387.17,387.17,387.17,377.31,377.31
2013-01-11,15 - 16,378.6,391.11,391.11,391.11,391.11,456.8,391.11,391.11,391.11,339.23,391.11,391.11,391.11,391.11,456.8,456.8,377.39,377.39
2013-01-11,16 - 17,408.52,426.96,426.96,451.74,451.74,451.74,451.74,451.74,451.74,340.26,451.74,426.96,426.96,426.96,451.74,451.74,377.65,377.65
2013-01-11,17 - 18,421.64,433.73,433.73,463.32,463.32,463.32,463.32,463.32,463.32,340.18,463.32,433.73,433.73,433.73,463.32,463.32,377.48,377.48
2013-01-11,18 - 19,375.42,388.37,388.37,388.37,388.37,388.37,388.37,388.37,388.37,340.18,388.37,388.37,388.37,388.37,388.37,388.37,377.39,377.39
2013-01-11,19 - 20,358.61,362.99,362.99,364.45,364.45,374.22,364.45,364.45,364.45,340.44,364.45,362.99,362.99,362.99,374.22,374.22,353.3,353.3
2013-01-11,20 - 21,344.04,347.04,347.04,347.04,347.04,347.04,347.04,347.04,347.04,339.15,347.04,347.04,347.04,347.04,347.04,347.04,346.27,346.27
2013-01-11,21 - 22,339.41,339.92,339.92,339.92,339.92,342.24,339.92,339.92,339.92,337.95,339.92,339.92,339.92,339.92,342.24,342.24,346.01,346.01
2013-01-11,22 - 23,333.15,333.06,333.06,333.06,333.06,333.06,333.06,333.06,333.06,333.06,333.06,333.06,333.06,333.06,312.05,312.05,283.32,283.32
2013-01-11,23 - 00,322.77,322.77,322.77,322.77,322.77,322.77,322.77,322.77,322.77,322.77,322.77,322.77,322.77,322.77,317.97,317.97,240.11,240.11
2013-01-12,00 - 01,327.57,327.57,327.57,327.57,327.57,327.57,327.57,327.57,327.57,327.57,327.57,327.57,327.57,327.57,327.57,327.57,241.75,241.75
2013-01-12,01 - 02,323.95,323.95,323.95,323.95,323.95,323.95,323.95,323.95,323.95,323.95,323.95,323.95,323.95,323.95,323.95,323.95,267.74,267.74
2013-01-12,02 - 03,319.03,318.59,318.59,318.59,318.59,318.59,318.59,318.59,319.72,319.72,319.72,318.59,318.59,318.59,318.59,318.59,267.83,267.83
2013-01-12,03 - 04,319.29,319.29,319.29,319.29,319.29,319.29,319.29,319.29,319.29,319.29,319.29,319.29,319.29,319.29,319.29,319.29,267.74,267.74
2013-01-12,04 - 05,318.42,318.25,318.25,318.25,318.25,318.25,318.25,318.25,318.77,318.77,318.77,318.25,318.25,318.25,318.25,318.25,241.67,241.67
2013-01-12,05 - 06,321.53,321.53,321.53,321.53,321.53,321.53,321.53,321.53,321.53,321.53,321.53,321.53,321.53,321.53,321.53,321.53,276.2,276.2
2013-01-12,06 - 07,327.23,327.23,327.23,327.23,327.23,327.23,327.23,327.23,327.23,327.23,327.23,327.23,327.23,327.23,327.23,327.23,354.86,354.86
2013-01-12,07 - 08,333.45,333.45,333.45,333.45,333.45,333.45,333.45,333.45,333.45,333.45,333.45,333.45,333.45,333.45,333.45,333.45,359.17,359.17
2013-01-12,08 - 09,339.14,339.06,339.06,339.06,339.06,339.06,339.06,339.06,339.06,339.06,339.06,339.06,339.06,339.06,339.06,339.06,356.93,356.93
2013-01-12,09 - 10,348.04,349.76,349.76,349.76,349.76,349.76,349.76,349.76,349.76,342.94,349.76,349.76,349.76,349.76,349.76,349.76,370.48,370.48
2013-01-12,10 - 11,353.91,355.89,355.89,355.89,355.89,355.89,355.89,355.89,355.89,344.06,355.89,355.89,355.89,355.89,355.89,355.89,376.01,376.01
2013-01-12,11 - 12,356.07,358.31,358.31,358.31,358.31,358.31,358.31,358.31,358.31,344.15,358.31,358.31,358.31,358.31,358.31,358.31,380.59,380.59
2013-01-12,12 - 13,353.82,355.98,355.98,355.98,355.98,355.98,355.98,355.98,355.98,343.98,355.98,355.98,355.98,355.98,355.98,355.98,380.16,380.16
2013-01-12,13 - 14,352.18,353.56,353.56,353.56,353.56,353.56,353.56,353.56,353.56,343.55,353.56,353.56,353.56,353.56,353.56,353.56,381.71,381.71
2013-01-12,14 - 15,352.61,353.56,353.56,353.56,353.56,353.56,353.56,353.56,353.56,343.29,353.56,353.56,353.56,353.56,353.56,353.56,385.68,385.68
2013-01-12,15 - 16,363.41,372.73,372.73,372.73,372.73,372.73,372.73,372.73,372.73,343.2,372.73,372.73,372.73,359.09,372.73,372.73,396.9,396.9
2013-01-12,16 - 17,386.2,405.63,405.63,405.63,405.63,405.63,405.63,405.63,405.63,344.5,405.63,405.63,405.63,358.66,405.63,405.63,397.34,397.34
2013-01-12,17 - 18,432.05,461.49,461.49,461.49,488.17,461.49,492.31,492.31,461.49,345.27,461.49,461.49,461.49,358.4,461.49,461.49,397.25,397.25
2013-01-12,18 - 19,414.86,424.45,424.45,424.45,480.4,424.45,560.61,560.61,424.45,345.19,424.45,424.45,424.45,356.93,424.45,424.45,389.05,389.05
2013-01-12,19 - 20,363.06,368.41,368.41,368.41,368.41,368.41,368.41,368.41,368.41,344.84,368.41,368.41,368.41,355.38,368.41,368.41,380.16,380.16
2013-01-12,20 - 21,348.38,346.31,346.31,351.75,351.75,346.31,351.75,351.75,351.75,343.63,351.75,346.31,346.31,346.31,346.31,346.31,379.46,379.46
2013-01-12,21 - 22,343.55,343.72,343.72,343.72,343.72,345.19,343.72,343.72,343.72,342.94,343.72,343.72,343.72,343.72,345.19,345.19,380.24,380.24
2013-01-12,22 - 23,341.73,341.39,341.39,341.39,341.39,346.48,341.39,341.39,341.39,339.58,341.39,341.39,341.39,341.39,346.48,346.48,285.01,285.01
2013-01-12,23 - 00,331.03,328.35,328.35,328.35,328.35,346.91,328.35,328.35,330.16,330.16,330.16,328.35,328.35,328.35,346.91,346.91,268.52,268.52
2013-01-13,00 - 01,334.99,334.38,334.38,334.38,334.38,346.4,334.38,334.38,334.38,334.38,334.38,334.38,334.38,334.38,346.4,346.4,285.38,285.38
2013-01-13,01 - 02,331.18,331.53,331.53,331.53,331.53,331.53,331.53,331.53,331.53,331.53,331.53,331.53,331.53,331.53,331.53,331.53,285.38,285.38
2013-01-13,02 - 03,327.3,327.55,327.55,327.55,327.55,327.55,327.55,327.55,327.55,327.55,327.55,327.55,327.55,327.55,327.55,327.55,285.38,285.38
2013-01-13,03 - 04,321.94,318.13,318.13,318.13,318.13,318.13,318.13,318.13,324.96,324.96,324.96,318.13,318.13,318.13,318.13,318.13,285.38,285.38
2013-01-13,04 - 05,321.25,318.65,318.65,318.65,318.65,318.65,318.65,318.65,323.49,323.49,323.49,318.65,318.65,318.65,318.65,318.65,285.72,285.72
2013-01-13,05 - 06,322.63,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,441.64,441.64
2013-01-13,06 - 07,322.02,322.28,322.28,322.28,322.28,322.28,322.28,322.28,322.28,322.28,322.28,322.28,322.28,322.28,322.28,322.28,421.41,421.41
2013-01-13,07 - 08,325.65,325.65,325.65,325.65,325.65,325.65,325.65,325.65,325.65,325.65,325.65,325.65,325.65,325.65,325.65,325.65,413.72,413.72
2013-01-13,08 - 09,326.78,326.86,326.86,326.86,326.86,326.86,326.86,326.86,326.86,326.86,326.86,326.86,326.86,326.86,326.86,326.86,421.67,421.67
2013-01-13,09 - 10,332.48,332.39,332.39,332.39,332.39,332.39,332.39,332.39,332.39,332.39,332.39,332.39,332.39,332.39,332.39,332.39,421.15,421.15
2013-01-13,10 - 11,338.27,338.1,338.1,338.1,338.1,338.1,338.1,338.1,338.1,338.1,338.1,338.1,338.1,338.1,380.62,380.62,420.89,420.89
2013-01-13,11 - 12,343.63,343.54,343.54,343.54,343.54,343.54,343.54,343.54,343.54,343.54,343.54,343.54,343.54,343.54,380.71,380.71,421.07,421.07
2013-01-13,12 - 13,341.9,341.81,341.81,341.81,341.81,341.81,341.81,341.81,341.81,341.81,341.81,341.81,341.81,341.81,346.65,346.65,413.98,413.98
2013-01-13,13 - 14,337.58,337.49,337.49,337.49,337.49,337.49,337.49,337.49,337.49,337.49,337.49,337.49,337.49,337.49,345.19,345.19,421.07,421.07
2013-01-13,14 - 15,336.8,336.8,336.8,336.8,336.8,336.8,336.8,336.8,336.8,336.8,336.8,336.8,336.8,336.8,354.09,354.09,421.5,421.5
2013-01-13,15 - 16,341.38,341.38,341.38,341.38,341.38,341.38,341.38,341.38,341.38,341.38,341.38,341.38,341.38,341.38,341.38,341.38,465.4,465.4
2013-01-13,16 - 17,349.07,349.07,349.07,349.07,349.07,349.07,349.07,349.07,349.07,349.07,349.07,349.07,349.07,349.07,349.07,349.07,475.69,475.69
2013-01-13,17 - 18,375.18,383.56,383.56,383.56,383.56,383.56,383.56,383.56,383.56,349.77,383.56,383.56,383.56,361.26,383.56,383.56,466.87,466.87
2013-01-13,18 - 19,398.42,412.51,412.51,412.51,412.51,412.51,412.51,412.51,412.51,349.51,412.51,412.51,412.51,360.66,412.51,412.51,466.79,466.79
2013-01-13,19 - 20,369.47,372.32,372.32,388.05,388.05,372.32,388.05,388.05,388.05,348.9,388.05,372.32,372.32,361.09,372.32,372.32,454.95,454.95
2013-01-13,20 - 21,350.2,351.15,351.15,351.15,351.15,351.15,351.15,351.15,351.15,347.17,351.15,351.15,351.15,351.15,351.15,351.15,443.11,443.11
